Title,Domestic,International,Worldwide,ImdbID,URL
Harry Potter and the Deathly Hallows: Part 2,"$381,011,219","$960,500,000","$1,341,511,219",tt1201607,https://www.boxofficemojo.com/release/rl1265337857/?ref_=bo_yld_table_1
Transformers: Dark of the Moon,"$352,390,543","$771,403,536","$1,123,794,079",tt1399103,https://www.boxofficemojo.com/release/rl2977400321/?ref_=bo_yld_table_2
The Twilight Saga: Breaking Dawn - Part 1,"$281,287,133","$430,918,723","$712,205,856",tt1324999,https://www.boxofficemojo.com/release/rl3292956161/?ref_=bo_yld_table_3
The Hangover Part II,"$254,464,305","$77,835,695","$332,300,000",tt1411697,https://www.boxofficemojo.com/release/rl408323585/?ref_=bo_yld_table_4
Pirates of the Caribbean: On Stranger Tides,"$241,071,802","$804,642,000","$1,045,713,802",tt1298650,https://www.boxofficemojo.com/release/rl4117267969/?ref_=bo_yld_table_5
Fast Five,"$209,837,675","$416,300,000","$626,137,675",tt1596343,https://www.boxofficemojo.com/release/rl877889025/?ref_=bo_yld_table_6
Cars 2,"$191,452,396","$368,400,000","$559,852,396",tt1216475,https://www.boxofficemojo.com/release/rl3091760641/?ref_=bo_yld_table_7
Thor,"$181,030,624","$87,265,370","$268,295,994",tt0800369,https://www.boxofficemojo.com/release/rl3094644225/?ref_=bo_yld_table_8
Rise of the Planet of the Apes,"$176,760,185","$305,040,688","$481,800,873",tt1318514,https://www.boxofficemojo.com/release/rl225216001/?ref_=bo_yld_table_9
Captain America: The First Avenger,"$176,654,505","$17,260,764","$193,915,269",tt0458339,https://www.boxofficemojo.com/release/rl1900578305/?ref_=bo_yld_table_10
The Help,"$169,708,112","$46,931,000","$216,639,112",tt1454029,https://www.boxofficemojo.com/release/rl626624001/?ref_=bo_yld_table_11
Bridesmaids,"$169,106,725","$119,276,798","$288,383,523",tt1478338,https://www.boxofficemojo.com/release/rl2000848385/?ref_=bo_yld_table_12
Kung Fu Panda 2,"$165,249,063","$500,443,218","$665,692,281",tt1302011,https://www.boxofficemojo.com/release/rl3579610625/?ref_=bo_yld_table_13
X-Men: First Class,"$146,408,305","$59,800,080","$206,208,385",tt1270798,https://www.boxofficemojo.com/release/rl1434093057/?ref_=bo_yld_table_14
Puss in Boots,"$149,260,504","$405,726,973","$554,987,477",tt0448694,https://www.boxofficemojo.com/release/rl1214940673/?ref_=bo_yld_table_15
Rio,"$143,619,809","$340,246,709","$483,866,518",tt1436562,https://www.boxofficemojo.com/release/rl292324865/?ref_=bo_yld_table_16
The Smurfs,"$142,614,158","$421,135,165","$563,749,323",tt0472181,https://www.boxofficemojo.com/release/rl292587009/?ref_=bo_yld_table_17
Super 8,"$127,004,179","$6,087,628","$133,091,807",tt1650062,https://www.boxofficemojo.com/release/rl2255652353/?ref_=bo_yld_table_18
