Title,Domestic,International,Worldwide,ImdbID,URL
Star Wars: Episode I - The Phantom Menace,"$431,088,295","$62,128,494","$493,216,789",tt0120915,https://www.boxofficemojo.com/release/rl2742257153/?ref_=bo_yld_table_1
The Sixth Sense,"$293,506,292","$85,793,708","$379,300,000",tt0167404,https://www.boxofficemojo.com/release/rl3527509505/?ref_=bo_yld_table_2
Austin Powers: The Spy Who Shagged Me,"$206,040,086","$715,970","$206,756,056",tt0145660,https://www.boxofficemojo.com/release/rl3343025665/?ref_=bo_yld_table_3
Toy Story 2,"$245,852,179","$241,207,498","$487,059,677",tt0120363,https://www.boxofficemojo.com/release/rl1417119233/?ref_=bo_yld_table_4
The Matrix,"$171,479,930","$292,037,453","$463,517,383",tt0133093,https://www.boxofficemojo.com/release/rl2271446529/?ref_=bo_yld_table_5
Tarzan,"$171,091,819","$277,100,000","$448,191,819",tt0120855,https://www.boxofficemojo.com/release/rl2742388225/?ref_=bo_yld_table_6
Big Daddy,"$163,479,795","$71,322,100","$234,801,895",tt0142342,https://www.boxofficemojo.com/release/rl457672193/?ref_=bo_yld_table_7
The Mummy,"$155,516,138","$177,949","$155,694,087",tt0120616,https://www.boxofficemojo.com/release/rl3546646017/?ref_=bo_yld_table_8
Runaway Bride,"$152,257,509","$4,945,274","$157,202,783",tt0163187,https://www.boxofficemojo.com/release/rl3295446529/?ref_=bo_yld_table_9
The Blair Witch Project,"$140,539,099","$108,100,000","$248,639,099",tt0185937,https://www.boxofficemojo.com/release/rl2269611521/?ref_=bo_yld_table_10
Notting Hill,"$116,089,678","$247,800,000","$363,889,678",tt0125439,https://www.boxofficemojo.com/release/rl4016539137/?ref_=bo_yld_table_11
The World Is Not Enough,"$126,943,684",$62,"$126,943,746",tt0143145,https://www.boxofficemojo.com/release/rl3598419457/?ref_=bo_yld_table_12
Double Jeopardy,"$116,741,558","$61,100,000","$177,841,558",tt0150377,https://www.boxofficemojo.com/release/rl105809409/?ref_=bo_yld_table_13
Wild Wild West,"$113,804,681","$108,300,000","$222,104,681",tt0120891,https://www.boxofficemojo.com/release/rl3011216897/?ref_=bo_yld_table_14
Analyze This,"$106,885,658","$70,000,000","$176,885,658",tt0122933,https://www.boxofficemojo.com/release/rl3947070977/?ref_=bo_yld_table_15
