Title,Domestic,International,Worldwide,ImdbID,URL
Independence Day,"$306,169,268","$4,398","$306,173,666",tt0116629,https://www.boxofficemojo.com/release/rl2656798209/?ref_=bo_yld_table_1
Twister,"$241,721,524","$41,059,405","$282,780,929",tt0117998,https://www.boxofficemojo.com/release/rl1886815745/?ref_=bo_yld_table_2
Mission: Impossible,"$180,981,856","$45,436,830","$226,418,686",tt0117060,https://www.boxofficemojo.com/release/rl3680667137/?ref_=bo_yld_table_3
The Rock,"$134,069,511","$25,069,525","$159,139,036",tt0117500,https://www.boxofficemojo.com/release/rl3211560449/?ref_=bo_yld_table_4
The Nutty Professor,"$128,814,019","$25,411,725","$154,225,744",tt0117218,https://www.boxofficemojo.com/release/rl996574721/?ref_=bo_yld_table_5
Ransom,"$136,492,681",$0,"$136,492,681",tt0117438,https://www.boxofficemojo.com/release/rl3261761025/?ref_=bo_yld_table_6
The Birdcage,"$124,060,553","$1,085","$124,061,638",tt0115685,https://www.boxofficemojo.com/release/rl1229424129/?ref_=bo_yld_table_7
A Time to Kill,"$108,766,007",$0,"$108,766,007",tt0117913,https://www.boxofficemojo.com/release/rl3933505025/?ref_=bo_yld_table_8
101 Dalmatians,"$136,189,294",$0,"$136,189,294",tt0115433,https://www.boxofficemojo.com/release/rl893486593/?ref_=bo_yld_table_9
The First Wives Club,"$105,489,203",$0,"$105,489,203",tt0116313,https://www.boxofficemojo.com/release/rl4149446145/?ref_=bo_yld_table_10
Eraser,"$101,295,562","$24,566,446","$125,862,008",tt0116213,https://www.boxofficemojo.com/release/rl3578889729/?ref_=bo_yld_table_11
Phenomenon,"$104,636,382",$0,"$104,636,382",tt0117333,https://www.boxofficemojo.com/release/rl1130923521/?ref_=bo_yld_table_12
The Hunchback of Notre Dame,"$100,138,851","$21,037,414","$121,176,265",tt0116583,https://www.boxofficemojo.com/release/rl4250437121/?ref_=bo_yld_table_13
Star Trek: First Contact,"$92,027,888",$0,"$92,027,888",tt0117731,https://www.boxofficemojo.com/release/rl2826143233/?ref_=bo_yld_table_14
Space Jam,"$90,418,342",$386,"$90,418,728",tt0117705,https://www.boxofficemojo.com/release/rl3849356801/?ref_=bo_yld_table_15
Mr. Holland's Opus,"$82,569,971",$0,"$82,569,971",tt0113862,https://www.boxofficemojo.com/release/rl4284057089/?ref_=bo_yld_table_16
Broken Arrow,"$70,770,147",$0,"$70,770,147",tt0115759,https://www.boxofficemojo.com/release/rl1850312193/?ref_=bo_yld_table_17
Jerry Maguire,"$153,952,592",$35,"$153,952,627",tt0116695,https://www.boxofficemojo.com/release/rl912098817/?ref_=bo_yld_table_18
The Cable Guy,"$60,240,295",$284,"$60,240,579",tt0115798,https://www.boxofficemojo.com/release/rl3276375553/?ref_=bo_yld_table_19
Courage Under Fire,"$59,031,057",$0,"$59,031,057",tt0115956,https://www.boxofficemojo.com/release/rl5080577/?ref_=bo_yld_table_20
Jack,"$58,620,973","$11,191,496","$69,812,469",tt0116669,https://www.boxofficemojo.com/release/rl2337965569/?ref_=bo_yld_table_21
12 Monkeys,"$57,141,459","$29,879,537","$87,020,996",tt0114746,https://www.boxofficemojo.com/release/rl393643521/?ref_=bo_yld_table_22
Executive Decision,"$56,569,216",$0,"$56,569,216",tt0116253,https://www.boxofficemojo.com/release/rl1850770945/?ref_=bo_yld_table_23
Primal Fear,"$56,116,183",$0,"$56,116,183",tt0117381,https://www.boxofficemojo.com/release/rl2221639169/?ref_=bo_yld_table_24
Jingle All the Way,"$60,592,389","$1,396","$60,593,785",tt0116705,https://www.boxofficemojo.com/release/rl241010177/?ref_=bo_yld_table_25
Tin Cup,"$53,854,588",$0,"$53,854,588",tt0117918,https://www.boxofficemojo.com/release/rl3782510081/?ref_=bo_yld_table_26
Sleepers,"$53,315,285",$0,"$53,315,285",tt0117665,https://www.boxofficemojo.com/release/rl3564209665/?ref_=bo_yld_table_27
DragonHeart,"$51,367,375",$0,"$51,367,375",tt0116136,https://www.boxofficemojo.com/release/rl1213105665/?ref_=bo_yld_table_28
Up Close & Personal,"$51,088,705",$0,"$51,088,705",tt0118055,https://www.boxofficemojo.com/release/rl3279324673/?ref_=bo_yld_table_29
Jumanji,"$100,475,249","$1,233","$100,476,482",tt0113497,https://www.boxofficemojo.com/release/rl2774369793/?ref_=bo_yld_table_30
Grumpier Old Men,"$71,518,503",$0,"$71,518,503",tt0113228,https://www.boxofficemojo.com/release/rl2438432257/?ref_=bo_yld_table_31
Toy Story,"$191,796,233","$52,855,355","$244,651,588",tt0114709,https://www.boxofficemojo.com/release/rl1400342017/?ref_=bo_yld_table_32
Beavis and Butt-Head Do America,"$63,118,386","$20,114,233","$83,232,619",tt0115641,https://www.boxofficemojo.com/release/rl88376833/?ref_=bo_yld_table_33
Romeo + Juliet,"$46,351,345","$2,237","$46,353,582",tt0117509,https://www.boxofficemojo.com/release/rl2305590785/?ref_=bo_yld_table_34
The Mirror Has Two Faces,"$41,083,864",$0,"$41,083,864",tt0117057,https://www.boxofficemojo.com/release/rl3949102593/?ref_=bo_yld_table_35
Sense and Sensibility,"$43,182,776","$1,587","$43,184,363",tt0114388,https://www.boxofficemojo.com/release/rl1819182593/?ref_=bo_yld_table_36
Dead Man Walking,"$39,363,635",$0,"$39,363,635",tt0112818,https://www.boxofficemojo.com/release/rl2790032897/?ref_=bo_yld_table_37
Happy Gilmore,"$38,824,099","$1,059","$38,825,158",tt0116483,https://www.boxofficemojo.com/release/rl206996993/?ref_=bo_yld_table_38
The Ghost and the Darkness,"$38,619,405",$554,"$38,619,959",tt0116409,https://www.boxofficemojo.com/release/rl3746924033/?ref_=bo_yld_table_39
Waiting to Exhale,"$67,052,156",$0,"$67,052,156",tt0114885,https://www.boxofficemojo.com/release/rl4202268161/?ref_=bo_yld_table_40
Set It Off,"$36,461,139","$8,812,105","$45,273,244",tt0117603,https://www.boxofficemojo.com/release/rl1248757249/?ref_=bo_yld_table_41
Heat,"$67,436,818","$40,094","$67,476,912",tt0113277,https://www.boxofficemojo.com/release/rl3797321217/?ref_=bo_yld_table_42
The Truth About Cats & Dogs,"$34,861,807",$0,"$34,861,807",tt0117979,https://www.boxofficemojo.com/release/rl2708964865/?ref_=bo_yld_table_43
A Thin Line Between Love and Hate,"$34,767,836",$0,"$34,767,836",tt0117891,https://www.boxofficemojo.com/release/rl3613492737/?ref_=bo_yld_table_44
Muppet Treasure Island,"$34,327,391",$375,"$34,327,766",tt0117110,https://www.boxofficemojo.com/release/rl3227878913/?ref_=bo_yld_table_45
Matilda,"$33,459,416","$2,707","$33,462,123",tt0117008,https://www.boxofficemojo.com/release/rl2237892097/?ref_=bo_yld_table_46
The Long Kiss Goodnight,"$33,447,612","$9,065,363","$42,512,975",tt0116908,https://www.boxofficemojo.com/release/rl2640086529/?ref_=bo_yld_table_47
Striptease,"$33,109,743",$0,"$33,109,743",tt0117765,https://www.boxofficemojo.com/release/rl1735558657/?ref_=bo_yld_table_48
Homeward Bound II: Lost in San Francisco,"$32,772,492",$0,"$32,772,492",tt0116552,https://www.boxofficemojo.com/release/rl3260646913/?ref_=bo_yld_table_49
Black Sheep,"$32,417,995",$0,"$32,417,995",tt0115697,https://www.boxofficemojo.com/release/rl2437383681/?ref_=bo_yld_table_50
Rumble in the Bronx,"$32,392,047","$9,858,380","$42,250,427",tt0113326,https://www.boxofficemojo.com/release/rl3446441473/?ref_=bo_yld_table_51
Michael,"$95,318,203",$0,"$95,318,203",tt0117038,https://www.boxofficemojo.com/release/rl1080198657/?ref_=bo_yld_table_52
Leaving Las Vegas,"$32,029,928",$0,"$32,029,928",tt0113627,https://www.boxofficemojo.com/release/rl3227485697/?ref_=bo_yld_table_53
Eddie,"$31,387,164",$0,"$31,387,164",tt0116168,https://www.boxofficemojo.com/release/rl458327553/?ref_=bo_yld_table_54
Father of the Bride Part II,"$76,594,107",$0,"$76,594,107",tt0113041,https://www.boxofficemojo.com/release/rl659785217/?ref_=bo_yld_table_55
Sgt. Bilko,"$30,356,793",$0,"$30,356,793",tt0117608,https://www.boxofficemojo.com/release/rl2708375041/?ref_=bo_yld_table_56
The Preacher's Wife,"$48,102,795",$0,"$48,102,795",tt0117372,https://www.boxofficemojo.com/release/rl2859173377/?ref_=bo_yld_table_57
James and the Giant Peach,"$28,946,127",$0,"$28,946,127",tt0116683,https://www.boxofficemojo.com/release/rl3965355521/?ref_=bo_yld_table_58
The Island of Dr. Moreau,"$27,663,982","$9,101,987","$36,765,969",tt0116654,https://www.boxofficemojo.com/release/rl1079674369/?ref_=bo_yld_table_59
Mars Attacks!,"$37,771,017",$963,"$37,771,980",tt0116996,https://www.boxofficemojo.com/release/rl1097041409/?ref_=bo_yld_table_60
Sabrina,"$53,672,080","$24,198","$53,696,278",tt0114319,https://www.boxofficemojo.com/release/rl393184769/?ref_=bo_yld_table_61
Spy Hard,"$26,960,191","$10,448,420","$37,408,611",tt0117723,https://www.boxofficemojo.com/release/rl1886619137/?ref_=bo_yld_table_62
Eye for an Eye,"$26,877,589",$0,"$26,877,589",tt0116260,https://www.boxofficemojo.com/release/rl2874181121/?ref_=bo_yld_table_63
Harriet the Spy,"$26,570,048","$6,601,651","$33,171,699",tt0116493,https://www.boxofficemojo.com/release/rl3143009793/?ref_=bo_yld_table_64
First Kid,"$26,491,793",$0,"$26,491,793",tt0116311,https://www.boxofficemojo.com/release/rl4250109441/?ref_=bo_yld_table_65
Daylight,"$33,023,469",$0,"$33,023,469",tt0116040,https://www.boxofficemojo.com/release/rl1347192321/?ref_=bo_yld_table_66
That Thing You Do!,"$25,857,416",$0,"$25,857,416",tt0117887,https://www.boxofficemojo.com/release/rl1819575809/?ref_=bo_yld_table_67
From Dusk Till Dawn,"$25,836,616","$2,395","$25,839,011",tt0116367,https://www.boxofficemojo.com/release/rl3712910849/?ref_=bo_yld_table_68
Down Periscope,"$25,785,603",$0,"$25,785,603",tt0116130,https://www.boxofficemojo.com/release/rl1833862657/?ref_=bo_yld_table_69
Escape from L.A.,"$25,477,365",$0,"$25,477,365",tt0116225,https://www.boxofficemojo.com/release/rl3243345409/?ref_=bo_yld_table_70
Fly Away Home,"$25,143,818",$0,"$25,143,818",tt0116329,https://www.boxofficemojo.com/release/rl491947521/?ref_=bo_yld_table_71
