Title,Domestic,International,Worldwide,ImdbID,URL
Star Wars: Episode V - The Empire Strikes Back,"$209,398,025",$0,"$209,398,025",tt0080684,https://www.boxofficemojo.com/release/rl2775811585/?ref_=bo_yld_table_1
9 to 5,"$103,290,500",$0,"$103,290,500",tt0080319,https://www.boxofficemojo.com/release/rl876643841/?ref_=bo_yld_table_2
Stir Crazy,"$101,300,000",$0,"$101,300,000",tt0081562,https://www.boxofficemojo.com/release/rl3312682497/?ref_=bo_yld_table_3
Kramer vs. Kramer,"$106,260,000",$0,"$106,260,000",tt0079417,https://www.boxofficemojo.com/release/rl3999041025/?ref_=bo_yld_table_4
Any Which Way You Can,"$70,687,344",$0,"$70,687,344",tt0080377,https://www.boxofficemojo.com/release/rl1916962305/?ref_=bo_yld_table_5
Private Benjamin,"$69,847,348",$0,"$69,847,348",tt0081375,https://www.boxofficemojo.com/release/rl3513484801/?ref_=bo_yld_table_6
Coal Miner's Daughter,"$67,182,787",$0,"$67,182,787",tt0080549,https://www.boxofficemojo.com/release/rl1883932161/?ref_=bo_yld_table_7
Smokey and the Bandit II,"$66,132,626",$0,"$66,132,626",tt0081529,https://www.boxofficemojo.com/release/rl460359169/?ref_=bo_yld_table_8
The Blues Brothers,"$57,229,890","$30,169","$57,260,059",tt0080455,https://www.boxofficemojo.com/release/rl289834497/?ref_=bo_yld_table_9
Ordinary People,"$54,766,923",$0,"$54,766,923",tt0081283,https://www.boxofficemojo.com/release/rl3378939393/?ref_=bo_yld_table_10
Popeye,"$49,823,037","$1,968","$49,825,005",tt0081353,https://www.boxofficemojo.com/release/rl2003535361/?ref_=bo_yld_table_11
The Shining,"$44,017,374","$68,820","$44,086,194",tt0081505,https://www.boxofficemojo.com/release/rl3312354817/?ref_=bo_yld_table_12
Cheech and Chong's Next Movie,"$41,675,194",$0,"$41,675,194",tt0080520,https://www.boxofficemojo.com/release/rl2018215425/?ref_=bo_yld_table_13
Caddyshack,"$39,846,344",$0,"$39,846,344",tt0080487,https://www.boxofficemojo.com/release/rl3326707201/?ref_=bo_yld_table_14
Friday the 13th,"$39,754,601","$6,437","$39,761,038",tt0080761,https://www.boxofficemojo.com/release/rl3344074241/?ref_=bo_yld_table_15
Brubaker,"$37,121,708",$0,"$37,121,708",tt0080474,https://www.boxofficemojo.com/release/rl3125380609/?ref_=bo_yld_table_16
The Jazz Singer,"$27,118,000",$0,"$27,118,000",tt0080948,https://www.boxofficemojo.com/release/rl3411707393/?ref_=bo_yld_table_17
Flash Gordon,"$27,107,960","$1,397","$27,109,357",tt0080745,https://www.boxofficemojo.com/release/rl3461580289/?ref_=bo_yld_table_18
Bronco Billy,"$24,265,659",$0,"$24,265,659",tt0080472,https://www.boxofficemojo.com/release/rl1497990657/?ref_=bo_yld_table_19
Raging Bull,"$23,334,953","$1,734","$23,336,687",tt0081398,https://www.boxofficemojo.com/release/rl4201285121/?ref_=bo_yld_table_20
Xanadu,"$22,762,571",$678,"$22,763,249",tt0081777,https://www.boxofficemojo.com/release/rl1501201921/?ref_=bo_yld_table_21
American Gigolo,"$22,743,674",$0,"$22,743,674",tt0080365,https://www.boxofficemojo.com/release/rl3091432961/?ref_=bo_yld_table_22
My Bodyguard,"$22,482,952",$0,"$22,482,952",tt0081207,https://www.boxofficemojo.com/release/rl392463873/?ref_=bo_yld_table_23
Fame,"$21,202,829",$703,"$21,203,532",tt0080716,https://www.boxofficemojo.com/release/rl4283467265/?ref_=bo_yld_table_24
Altered States,"$19,853,892",$6,"$19,853,898",tt0080360,https://www.boxofficemojo.com/release/rl1749255681/?ref_=bo_yld_table_25
