Title,Domestic,International,Worldwide,ImdbID,URL
Spider-Man: No Way Home,"$804,793,477","$301,395,816","$1,106,189,293",tt10872600,https://www.boxofficemojo.com/release/rl2869659137/?ref_=bo_yld_table_1
Shang-Chi and the Legend of the Ten Rings,"$224,543,292","$207,700,000","$432,243,292",tt9376612,https://www.boxofficemojo.com/release/rl3490022913/?ref_=bo_yld_table_2
Venom: Let There Be Carnage,"$213,550,366","$79,713,132","$293,263,498",tt7097896,https://www.boxofficemojo.com/release/rl1908310529/?ref_=bo_yld_table_3
Black Widow,"$183,651,655","$12,448,345","$196,100,000",tt3480822,https://www.boxofficemojo.com/release/rl2122089985/?ref_=bo_yld_table_4
F9: The Fast Saga,"$173,005,945","$553,223,556","$726,229,501",tt5433138,https://www.boxofficemojo.com/release/rl192906753/?ref_=bo_yld_table_5
Eternals,"$164,870,234","$72,324,431","$237,194,665",tt9032400,https://www.boxofficemojo.com/release/rl2138867201/?ref_=bo_yld_table_6
No Time to Die,"$160,891,007","$613,262,000","$774,153,007",tt2382320,https://www.boxofficemojo.com/release/rl4077159937/?ref_=bo_yld_table_7
A Quiet Place Part II,"$160,072,261","$137,300,000","$297,372,261",tt8332922,https://www.boxofficemojo.com/release/rl2819065345/?ref_=bo_yld_table_8
Ghostbusters: Afterlife,"$129,360,575","$74,973,880","$204,334,455",tt4513678,https://www.boxofficemojo.com/release/rl319391233/?ref_=bo_yld_table_9
Free Guy,"$121,626,598","$209,900,000","$331,526,598",tt6264654,https://www.boxofficemojo.com/release/rl1158252033/?ref_=bo_yld_table_10
Jungle Cruise,"$116,987,516","$103,901,930","$220,889,446",tt0870154,https://www.boxofficemojo.com/release/rl3657795073/?ref_=bo_yld_table_11
Godzilla vs. Kong,"$100,916,094","$369,200,000","$470,116,094",tt5034838,https://www.boxofficemojo.com/release/rl1383892481/?ref_=bo_yld_table_12
Dune: Part One,"$108,327,830","$293,800,000","$402,127,830",tt1160419,https://www.boxofficemojo.com/release/rl3162015233/?ref_=bo_yld_table_13
Halloween Kills,"$92,002,155","$39,645,000","$131,647,155",tt10665338,https://www.boxofficemojo.com/release/rl319063553/?ref_=bo_yld_table_14
Encanto,"$96,093,622","$160,693,120","$256,786,742",tt2953050,https://www.boxofficemojo.com/release/rl1887208961/?ref_=bo_yld_table_15
Cruella,"$86,103,234","$147,400,000","$233,503,234",tt3228774,https://www.boxofficemojo.com/release/rl3708126721/?ref_=bo_yld_table_16
Sing 2,"$162,790,990","$245,611,695","$408,402,685",tt6467266,https://www.boxofficemojo.com/release/rl302024193/?ref_=bo_yld_table_17
Space Jam: A New Legacy,"$70,592,228","$22,507,772","$93,100,000",tt3554046,https://www.boxofficemojo.com/release/rl973374977/?ref_=bo_yld_table_18
The Conjuring: The Devil Made Me Do It,"$65,631,050","$140,800,000","$206,431,050",tt7069210,https://www.boxofficemojo.com/release/rl3842475521/?ref_=bo_yld_table_19
Candyman,"$61,186,570","$16,225,000","$77,411,570",tt9347730,https://www.boxofficemojo.com/release/rl1913030145/?ref_=bo_yld_table_20
The Boss Baby 2: Family Business,"$57,300,280","$89,445,000","$146,745,280",tt6932874,https://www.boxofficemojo.com/release/rl1594066433/?ref_=bo_yld_table_21
The Addams Family 2,"$56,489,153","$6,836,847","$63,326,000",tt11125620,https://www.boxofficemojo.com/release/rl1465156353/?ref_=bo_yld_table_22
The Suicide Squad,"$55,817,425","$112,900,000","$168,717,425",tt6334354,https://www.boxofficemojo.com/release/rl84510209/?ref_=bo_yld_table_23
Raya and the Last Dragon,"$54,723,032","$20,976,968","$75,700,000",tt5109280,https://www.boxofficemojo.com/release/rl3781723649/?ref_=bo_yld_table_24
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"$49,505,008","$419,614,312","$469,119,320",tt11032374,https://www.boxofficemojo.com/release/rl3648226049/?ref_=bo_yld_table_25
Clifford the Big Red Dog,"$48,947,356","$18,046,652","$66,994,008",tt2397461,https://www.boxofficemojo.com/release/rl642418177/?ref_=bo_yld_table_26
House of Gucci,"$53,809,574","$99,459,587","$153,269,161",tt11214590,https://www.boxofficemojo.com/release/rl2182841089/?ref_=bo_yld_table_27
Old,"$48,276,510","$41,870,000","$90,146,510",tt10954652,https://www.boxofficemojo.com/release/rl2097710593/?ref_=bo_yld_table_28
Tom & Jerry,"$46,536,687","$90,000,000","$136,536,687",tt1361336,https://www.boxofficemojo.com/release/rl2399766017/?ref_=bo_yld_table_29
The Forever Purge,"$44,539,245","$32,455,000","$76,994,245",tt10327252,https://www.boxofficemojo.com/release/rl84444673/?ref_=bo_yld_table_30
Peter Rabbit 2: The Runaway,"$40,501,717","$113,400,000","$153,901,717",tt8376234,https://www.boxofficemojo.com/release/rl2869200385/?ref_=bo_yld_table_31
PAW Patrol: The Movie,"$40,127,371","$104,200,000","$144,327,371",tt11832046,https://www.boxofficemojo.com/release/rl1757315585/?ref_=bo_yld_table_32
Hitman's Wife's Bodyguard,"$38,014,727","$32,045,765","$70,060,492",tt8385148,https://www.boxofficemojo.com/release/rl2544534017/?ref_=bo_yld_table_33
Mortal Kombat,"$42,326,031","$42,100,000","$84,426,031",tt0293429,https://www.boxofficemojo.com/release/rl1862829569/?ref_=bo_yld_table_34
Don't Breathe 2,"$32,712,950","$21,072,601","$53,785,551",tt6246322,https://www.boxofficemojo.com/release/rl1180271361/?ref_=bo_yld_table_35
In the Heights,"$29,975,167","$15,200,000","$45,175,167",tt1321510,https://www.boxofficemojo.com/release/rl3674506753/?ref_=bo_yld_table_36
Snake Eyes,"$28,264,325","$11,800,000","$40,064,325",tt8404256,https://www.boxofficemojo.com/release/rl2114291201/?ref_=bo_yld_table_37
