Title,Domestic,International,Worldwide,ImdbID,URL
Jurassic Park,"$357,067,947","$621,100,000","$978,167,947",tt0107290,https://www.boxofficemojo.com/release/rl2354939393/?ref_=bo_yld_table_1
The Fugitive,"$183,875,760",$39,"$183,875,799",tt0106977,https://www.boxofficemojo.com/release/rl206931457/?ref_=bo_yld_table_2
The Firm,"$158,348,367",$0,"$158,348,367",tt0106918,https://www.boxofficemojo.com/release/rl2186511873/?ref_=bo_yld_table_3
Sleepless in Seattle,"$126,680,884","$78,580","$126,759,464",tt0108160,https://www.boxofficemojo.com/release/rl3597764097/?ref_=bo_yld_table_4
Mrs. Doubtfire,"$219,195,243",$904,"$219,196,147",tt0107614,https://www.boxofficemojo.com/release/rl2085520897/?ref_=bo_yld_table_5
Indecent Proposal,"$106,614,059",$0,"$106,614,059",tt0107211,https://www.boxofficemojo.com/release/rl2640020993/?ref_=bo_yld_table_6
In the Line of Fire,"$102,314,823","$15,269,388","$117,584,211",tt0107206,https://www.boxofficemojo.com/release/rl3881731585/?ref_=bo_yld_table_7
Aladdin,"$217,350,219","$129,126,076","$346,476,295",tt0103639,https://www.boxofficemojo.com/release/rl4148200961/?ref_=bo_yld_table_8
Cliffhanger,"$84,049,211","$43,936","$84,093,147",tt0106582,https://www.boxofficemojo.com/release/rl608863745/?ref_=bo_yld_table_9
A Few Good Men,"$141,340,178","$13,870","$141,354,048",tt0104257,https://www.boxofficemojo.com/release/rl1666418177/?ref_=bo_yld_table_10
Free Willy,"$77,698,625",$0,"$77,698,625",tt0106965,https://www.boxofficemojo.com/release/rl3696395777/?ref_=bo_yld_table_11
Groundhog Day,"$70,906,973",$173,"$70,907,146",tt0107048,https://www.boxofficemojo.com/release/rl2723644929/?ref_=bo_yld_table_12
Dave,"$63,270,710",$0,"$63,270,710",tt0106673,https://www.boxofficemojo.com/release/rl1766622721/?ref_=bo_yld_table_13
Rising Sun,"$63,179,523",$0,"$63,179,523",tt0107969,https://www.boxofficemojo.com/release/rl7112193/?ref_=bo_yld_table_14
Scent of a Woman,"$63,095,253",$0,"$63,095,253",tt0105323,https://www.boxofficemojo.com/release/rl3933177345/?ref_=bo_yld_table_15
Cool Runnings,"$68,856,263","$7,245","$68,863,508",tt0106611,https://www.boxofficemojo.com/release/rl894273025/?ref_=bo_yld_table_16
The Crying Game,"$62,548,947",$139,"$62,549,086",tt0104036,https://www.boxofficemojo.com/release/rl2337113601/?ref_=bo_yld_table_17
Demolition Man,"$58,055,768",$0,"$58,055,768",tt0106697,https://www.boxofficemojo.com/release/rl407864833/?ref_=bo_yld_table_18
Rookie of the Year,"$53,615,089",$0,"$53,615,089",tt0107985,https://www.boxofficemojo.com/release/rl2238481921/?ref_=bo_yld_table_19
Dennis the Menace,"$51,270,765",$0,"$51,270,765",tt0106701,https://www.boxofficemojo.com/release/rl474973697/?ref_=bo_yld_table_20
The Pelican Brief,"$100,768,056",$0,"$100,768,056",tt0107798,https://www.boxofficemojo.com/release/rl426280449/?ref_=bo_yld_table_21
Sommersby,"$50,081,992",$0,"$50,081,992",tt0108185,https://www.boxofficemojo.com/release/rl2960164353/?ref_=bo_yld_table_22
Last Action Hero,"$50,016,394","$15,338,241","$65,354,635",tt0107362,https://www.boxofficemojo.com/release/rl1499432449/?ref_=bo_yld_table_23
The Nightmare Before Christmas,"$50,003,043","$30,826","$50,033,869",tt0107688,https://www.boxofficemojo.com/release/rl124225025/?ref_=bo_yld_table_24
