Title,Domestic,International,Worldwide,ImdbID,URL
Grease,"$159,978,870","$15,601","$159,994,471",tt0077631,https://www.boxofficemojo.com/release/rl2052556289/?ref_=bo_yld_table_1
National Lampoon's Animal House,"$120,091,123","$7,219","$120,098,342",tt0077975,https://www.boxofficemojo.com/release/rl994215425/?ref_=bo_yld_table_2
Close Encounters of the Third Kind,"$116,395,460",$781,"$116,396,241",tt0075860,https://www.boxofficemojo.com/release/rl340428289/?ref_=bo_yld_table_3
Every Which Way But Loose,"$85,196,485",$0,"$85,196,485",tt0077523,https://www.boxofficemojo.com/release/rl105940481/?ref_=bo_yld_table_4
Heaven Can Wait,"$81,640,278",$0,"$81,640,278",tt0077663,https://www.boxofficemojo.com/release/rl3629549057/?ref_=bo_yld_table_5
Jaws 2,"$77,737,272",$0,"$77,737,272",tt0077766,https://www.boxofficemojo.com/release/rl3562702337/?ref_=bo_yld_table_6
Saturday Night Fever,"$94,213,184","$1,152","$94,214,336",tt0076666,https://www.boxofficemojo.com/release/rl2926544385/?ref_=bo_yld_table_7
Star Wars: Episode IV - A New Hope,"$307,263,857",$0,"$307,263,857",tt0076759,https://www.boxofficemojo.com/release/rl2759034369/?ref_=bo_yld_table_8
Superman,"$134,218,018","$2,461","$134,220,479",tt0078346,https://www.boxofficemojo.com/release/rl4050814465/?ref_=bo_yld_table_9
The Lord of the Rings,"$30,471,420","$3,437","$30,474,857",tt0077869,https://www.boxofficemojo.com/release/rl4066477569/?ref_=bo_yld_table_10
Damien: Omen II,"$26,518,355",$0,"$26,518,355",tt0077394,https://www.boxofficemojo.com/release/rl1583777281/?ref_=bo_yld_table_11
Invasion of the Body Snatchers,"$24,946,533","$1,229","$24,947,762",tt0077745,https://www.boxofficemojo.com/release/rl106595841/?ref_=bo_yld_table_12
Brass Target,"$5,011,158",$0,"$5,011,158",tt0077272,https://www.boxofficemojo.com/release/rl3544614401/?ref_=bo_yld_table_13
