Title,Domestic,International,Worldwide,ImdbID,URL
Batman Forever,"$184,031,112","$2,371","$184,033,483",tt0112462,https://www.boxofficemojo.com/release/rl3494217217/?ref_=bo_yld_table_1
Apollo 13,"$172,071,312","$51,766,099","$223,837,411",tt0112384,https://www.boxofficemojo.com/release/rl1614972417/?ref_=bo_yld_table_2
Toy Story,"$191,796,233","$52,855,355","$244,651,588",tt0114709,https://www.boxofficemojo.com/release/rl1400342017/?ref_=bo_yld_table_3
Pocahontas,"$141,579,773",$0,"$141,579,773",tt0114148,https://www.boxofficemojo.com/release/rl762021377/?ref_=bo_yld_table_4
Ace Ventura: When Nature Calls,"$108,385,533",$0,"$108,385,533",tt0112281,https://www.boxofficemojo.com/release/rl121669121/?ref_=bo_yld_table_5
Casper,"$100,544,179",$0,"$100,544,179",tt0112642,https://www.boxofficemojo.com/release/rl2923988481/?ref_=bo_yld_table_6
Die Hard with a Vengeance,"$100,012,499","$22,162,245","$122,174,744",tt0112864,https://www.boxofficemojo.com/release/rl3008333313/?ref_=bo_yld_table_7
Crimson Tide,"$91,387,195",$0,"$91,387,195",tt0112740,https://www.boxofficemojo.com/release/rl1095599617/?ref_=bo_yld_table_8
GoldenEye,"$106,429,941",$678,"$106,430,619",tt0113189,https://www.boxofficemojo.com/release/rl2622785025/?ref_=bo_yld_table_9
Waterworld,"$88,246,220",$685,"$88,246,905",tt0114898,https://www.boxofficemojo.com/release/rl1987610113/?ref_=bo_yld_table_10
Dangerous Minds,"$84,919,401",$0,"$84,919,401",tt0112792,https://www.boxofficemojo.com/release/rl709658113/?ref_=bo_yld_table_11
Seven,"$100,125,643","$227,100,000","$327,225,643",tt0114369,https://www.boxofficemojo.com/release/rl1080985089/?ref_=bo_yld_table_12
Congo,"$81,022,101",$0,"$81,022,101",tt0112715,https://www.boxofficemojo.com/release/rl3762980353/?ref_=bo_yld_table_13
While You Were Sleeping,"$81,057,016","$9,288,915","$90,345,931",tt0114924,https://www.boxofficemojo.com/release/rl846956033/?ref_=bo_yld_table_14
Get Shorty,"$72,101,622",$0,"$72,101,622",tt0113161,https://www.boxofficemojo.com/release/rl3897918977/?ref_=bo_yld_table_15
The Bridges of Madison County,"$71,516,617","$10,519,257","$82,035,874",tt0112579,https://www.boxofficemojo.com/release/rl155813377/?ref_=bo_yld_table_16
Mortal Kombat,"$70,454,098","$1,188","$70,455,286",tt0113855,https://www.boxofficemojo.com/release/rl1264944641/?ref_=bo_yld_table_17
Dumb and Dumber,"$127,175,374","$1,236","$127,176,610",tt0109686,https://www.boxofficemojo.com/release/rl4014900737/?ref_=bo_yld_table_18
Nine Months,"$69,684,532",$0,"$69,684,532",tt0113986,https://www.boxofficemojo.com/release/rl1734837761/?ref_=bo_yld_table_19
Outbreak,"$67,659,560",$5,"$67,659,565",tt0114069,https://www.boxofficemojo.com/release/rl392791553/?ref_=bo_yld_table_20
Braveheart,"$75,609,945",$704,"$75,610,649",tt0112573,https://www.boxofficemojo.com/release/rl3594946049/?ref_=bo_yld_table_21
Legends of the Fall,"$66,638,883",$0,"$66,638,883",tt0110322,https://www.boxofficemojo.com/release/rl543065601/?ref_=bo_yld_table_22
Bad Boys,"$65,807,024","$15,523,358","$81,330,382",tt0112442,https://www.boxofficemojo.com/release/rl1715832321/?ref_=bo_yld_table_23
Species,"$60,074,103",$0,"$60,074,103",tt0114508,https://www.boxofficemojo.com/release/rl3480258049/?ref_=bo_yld_table_24
Clueless,"$56,631,572","$27,580","$56,659,152",tt0112697,https://www.boxofficemojo.com/release/rl2068481537/?ref_=bo_yld_table_25
Something to Talk About,"$50,865,589",$0,"$50,865,589",tt0114496,https://www.boxofficemojo.com/release/rl1198556673/?ref_=bo_yld_table_26
Babe,"$63,658,910","$2,950","$63,661,860",tt0112431,https://www.boxofficemojo.com/release/rl390432257/?ref_=bo_yld_table_27
Under Siege 2: Dark Territory,"$50,024,083",$0,"$50,024,083",tt0114781,https://www.boxofficemojo.com/release/rl930711041/?ref_=bo_yld_table_28
A Walk in the Clouds,"$50,008,143",$0,"$50,008,143",tt0114887,https://www.boxofficemojo.com/release/rl3648620033/?ref_=bo_yld_table_29
The Net,"$50,727,965",$0,"$50,727,965",tt0113957,https://www.boxofficemojo.com/release/rl3781461505/?ref_=bo_yld_table_30
The American President,"$60,079,496",$0,"$60,079,496",tt0112346,https://www.boxofficemojo.com/release/rl2906883585/?ref_=bo_yld_table_31
Jumanji,"$100,475,249","$1,233","$100,476,482",tt0113497,https://www.boxofficemojo.com/release/rl2774369793/?ref_=bo_yld_table_32
The Brady Bunch Movie,"$46,576,136",$0,"$46,576,136",tt0112572,https://www.boxofficemojo.com/release/rl3829827073/?ref_=bo_yld_table_33
Father of the Bride Part II,"$76,594,107",$0,"$76,594,107",tt0113041,https://www.boxofficemojo.com/release/rl659785217/?ref_=bo_yld_table_34
Pulp Fiction,"$107,928,762","$214,940","$108,143,702",tt0110912,https://www.boxofficemojo.com/release/rl2053801473/?ref_=bo_yld_table_35
Man of the House,"$40,070,995",$0,"$40,070,995",tt0113755,https://www.boxofficemojo.com/release/rl811828737/?ref_=bo_yld_table_36
Nobody's Fool,"$39,491,975",$0,"$39,491,975",tt0110684,https://www.boxofficemojo.com/release/rl3160901121/?ref_=bo_yld_table_37
Disclosure,"$83,015,089","$10,068,126","$93,083,215",tt0109635,https://www.boxofficemojo.com/release/rl2219804161/?ref_=bo_yld_table_38
French Kiss,"$38,896,854",$0,"$38,896,854",tt0113117,https://www.boxofficemojo.com/release/rl794134017/?ref_=bo_yld_table_39
Higher Learning,"$38,290,723",$0,"$38,290,723",tt0113305,https://www.boxofficemojo.com/release/rl1448707585/?ref_=bo_yld_table_40
Mighty Morphin Power Rangers,"$38,187,431",$111,"$38,187,542",tt0113820,https://www.boxofficemojo.com/release/rl2556593665/?ref_=bo_yld_table_41
First Knight,"$37,600,435",$0,"$37,600,435",tt0113071,https://www.boxofficemojo.com/release/rl4266886657/?ref_=bo_yld_table_42
Just Cause,"$36,853,222",$0,"$36,853,222",tt0113501,https://www.boxofficemojo.com/release/rl2254276097/?ref_=bo_yld_table_43
Casino,"$42,512,375","$26,460,176","$68,972,551",tt0112641,https://www.boxofficemojo.com/release/rl2873656833/?ref_=bo_yld_table_44
"To Wong Foo, Thanks for Everything! Julie Newmar","$36,474,193",$0,"$36,474,193",tt0114682,https://www.boxofficemojo.com/release/rl1484228097/?ref_=bo_yld_table_45
The Indian in the Cupboard,"$35,656,131",$0,"$35,656,131",tt0113419,https://www.boxofficemojo.com/release/rl2438694401/?ref_=bo_yld_table_46
A Goofy Movie,"$35,348,597",$75,"$35,348,672",tt0113198,https://www.boxofficemojo.com/release/rl3478423041/?ref_=bo_yld_table_47
Judge Dredd,"$34,693,481","$12,291,536","$46,985,017",tt0113492,https://www.boxofficemojo.com/release/rl3059582465/?ref_=bo_yld_table_48
Money Train,"$35,431,113",$0,"$35,431,113",tt0113845,https://www.boxofficemojo.com/release/rl526747137/?ref_=bo_yld_table_49
Little Women,"$50,083,616","$1,507","$50,085,123",tt0110367,https://www.boxofficemojo.com/release/rl610371073/?ref_=bo_yld_table_50
Forget Paris,"$33,177,694",$0,"$33,177,694",tt0113097,https://www.boxofficemojo.com/release/rl1263699457/?ref_=bo_yld_table_51
Tommy Boy,"$32,679,899",$0,"$32,679,899",tt0114694,https://www.boxofficemojo.com/release/rl695698945/?ref_=bo_yld_table_52
Heat,"$67,436,818","$40,094","$67,476,912",tt0113277,https://www.boxofficemojo.com/release/rl3797321217/?ref_=bo_yld_table_53
Rob Roy,"$31,596,911",$0,"$31,596,911",tt0114287,https://www.boxofficemojo.com/release/rl1248626177/?ref_=bo_yld_table_54
Powder,"$30,862,156",$0,"$30,862,156",tt0114168,https://www.boxofficemojo.com/release/rl1080788481/?ref_=bo_yld_table_55
Assassins,"$30,303,072","$9,378,637","$39,681,709",tt0112401,https://www.boxofficemojo.com/release/rl4282549761/?ref_=bo_yld_table_56
Free Willy 2: The Adventure Home,"$30,077,111",$0,"$30,077,111",tt0113114,https://www.boxofficemojo.com/release/rl3713172993/?ref_=bo_yld_table_57
Forrest Gump,"$329,694,499","$137,862","$329,832,361",tt0109830,https://www.boxofficemojo.com/release/rl1314031105/?ref_=bo_yld_table_58
Waiting to Exhale,"$67,052,156",$0,"$67,052,156",tt0114885,https://www.boxofficemojo.com/release/rl4202268161/?ref_=bo_yld_table_59
Major Payne,"$29,412,050",$0,"$29,412,050",tt0110443,https://www.boxofficemojo.com/release/rl4217406977/?ref_=bo_yld_table_60
Copycat,"$32,051,917",$0,"$32,051,917",tt0112722,https://www.boxofficemojo.com/release/rl776832513/?ref_=bo_yld_table_61
The Jungle Book,"$43,229,904",$0,"$43,229,904",tt0110213,https://www.boxofficemojo.com/release/rl2489157121/?ref_=bo_yld_table_62
Friday,"$27,467,564",$0,"$27,467,564",tt0113118,https://www.boxofficemojo.com/release/rl995460609/?ref_=bo_yld_table_63
