Title,Domestic,International,Worldwide,ImdbID,URL
Guardians of the Galaxy,"$333,176,600","$106,423,400","$439,600,000",tt2015381,https://www.boxofficemojo.com/release/rl3177416193/?ref_=bo_yld_table_1
The Hunger Games: Mockingjay - Part 1,"$337,135,885","$81,084,941","$418,220,826",tt1951265,https://www.boxofficemojo.com/release/rl4283991553/?ref_=bo_yld_table_2
Captain America: The Winter Soldier,"$259,766,572","$454,654,931","$714,421,503",tt1843866,https://www.boxofficemojo.com/release/rl3194193409/?ref_=bo_yld_table_3
The Lego Movie,"$257,760,692","$210,300,000","$468,060,692",tt1490017,https://www.boxofficemojo.com/release/rl643728897/?ref_=bo_yld_table_4
Transformers: Age of Extinction,"$245,439,076","$858,614,996","$1,104,054,072",tt2109248,https://www.boxofficemojo.com/release/rl2960623105/?ref_=bo_yld_table_5
Maleficent,"$241,410,378","$517,000,000","$758,410,378",tt1587310,https://www.boxofficemojo.com/release/rl3915417089/?ref_=bo_yld_table_6
X-Men: Days of Future Past,"$233,921,534","$512,124,166","$746,045,700",tt1877832,https://www.boxofficemojo.com/release/rl1400538625/?ref_=bo_yld_table_7
Dawn of the Planet of the Apes,"$208,545,589","$502,098,977","$710,644,566",tt2103281,https://www.boxofficemojo.com/release/rl1649182209/?ref_=bo_yld_table_8
Big Hero 6,"$222,527,828","$435,300,000","$657,827,828",tt2245084,https://www.boxofficemojo.com/release/rl4283401729/?ref_=bo_yld_table_9
The Amazing Spider-Man 2,"$202,853,933","$506,128,390","$708,982,323",tt1872181,https://www.boxofficemojo.com/release/rl846431745/?ref_=bo_yld_table_10
Godzilla,"$200,676,069","$324,300,000","$524,976,069",tt0831387,https://www.boxofficemojo.com/release/rl3193210369/?ref_=bo_yld_table_11
22 Jump Street,"$191,719,337","$139,614,539","$331,333,876",tt2294449,https://www.boxofficemojo.com/release/rl1581352449/?ref_=bo_yld_table_12
Teenage Mutant Ninja Turtles,"$191,204,754","$293,800,000","$485,004,754",tt1291150,https://www.boxofficemojo.com/release/rl3514074625/?ref_=bo_yld_table_13
The Hobbit: The Battle of the Five Armies,"$255,119,788","$700,900,000","$956,019,788",tt2310332,https://www.boxofficemojo.com/release/rl2354677249/?ref_=bo_yld_table_14
Interstellar,"$188,020,017","$493,050,380","$681,070,397",tt0816692,https://www.boxofficemojo.com/release/rl744130049/?ref_=bo_yld_table_15
How to Train Your Dragon 2,"$177,002,924","$444,534,595","$621,537,519",tt1646971,https://www.boxofficemojo.com/release/rl2589492737/?ref_=bo_yld_table_16
