Title,Domestic,International,Worldwide,ImdbID,URL
Jurassic World,"$652,270,625",$0,"$652,270,625",tt0369610,https://www.boxofficemojo.com/release/rl2371716609/?ref_=bo_yld_table_1
Star Wars: Episode VII - The Force Awakens,"$936,662,225","$194,899,174","$1,131,561,399",tt2488496,https://www.boxofficemojo.com/release/rl2691925505/?ref_=bo_yld_table_2
Avengers: Age of Ultron,"$459,005,868","$943,800,000","$1,402,805,868",tt2395427,https://www.boxofficemojo.com/release/rl675644929/?ref_=bo_yld_table_3
Inside Out,"$356,461,711","$145,371,008","$501,832,719",tt2096673,https://www.boxofficemojo.com/release/rl4016604673/?ref_=bo_yld_table_4
Furious 7,"$353,007,020",$0,"$353,007,020",tt2820852,https://www.boxofficemojo.com/release/rl1045661185/?ref_=bo_yld_table_5
American Sniper,"$350,126,372","$197,500,000","$547,626,372",tt2179136,https://www.boxofficemojo.com/release/rl2923660801/?ref_=bo_yld_table_6
Minions,"$336,045,770","$823,352,627","$1,159,398,397",tt2293640,https://www.boxofficemojo.com/release/rl2271380993/?ref_=bo_yld_table_7
The Hunger Games: Mockingjay - Part 2,"$281,723,902","$89,980,457","$371,704,359",tt1951266,https://www.boxofficemojo.com/release/rl4032333313/?ref_=bo_yld_table_8
The Martian,"$228,433,663","$401,728,227","$630,161,890",tt3659388,https://www.boxofficemojo.com/release/rl3496969729/?ref_=bo_yld_table_9
Cinderella,"$201,151,353","$341,200,000","$542,351,353",tt1661199,https://www.boxofficemojo.com/release/rl4165699073/?ref_=bo_yld_table_10
Spectre,"$200,074,609","$680,600,000","$880,674,609",tt2379713,https://www.boxofficemojo.com/release/rl1363576321/?ref_=bo_yld_table_11
Mission: Impossible - Rogue Nation,"$195,042,377","$487,671,890","$682,714,267",tt2381249,https://www.boxofficemojo.com/release/rl1382188545/?ref_=bo_yld_table_12
Pitch Perfect 2,"$184,296,230","$102,847,849","$287,144,079",tt2848292,https://www.boxofficemojo.com/release/rl3932718593/?ref_=bo_yld_table_13
Ant-Man,"$180,202,163","$339,109,802","$519,311,965",tt0478970,https://www.boxofficemojo.com/release/rl88245761/?ref_=bo_yld_table_14
Home,"$177,397,510","$31,246,587","$208,644,097",tt2224026,https://www.boxofficemojo.com/release/rl1968604673/?ref_=bo_yld_table_15
Hotel Transylvania 2,"$169,700,110","$305,099,890","$474,800,000",tt2510894,https://www.boxofficemojo.com/release/rl257459713/?ref_=bo_yld_table_16
Fifty Shades of Grey,"$166,167,230","$403,484,237","$569,651,467",tt2322441,https://www.boxofficemojo.com/release/rl3980494337/?ref_=bo_yld_table_17
The SpongeBob Movie: Sponge Out of Water,"$162,994,032","$162,192,000","$325,186,032",tt2279373,https://www.boxofficemojo.com/release/rl158565889/?ref_=bo_yld_table_18
Straight Outta Compton,"$161,197,785","$40,437,206","$201,634,991",tt1398426,https://www.boxofficemojo.com/release/rl292718081/?ref_=bo_yld_table_19
San Andreas,"$155,190,832","$319,400,000","$474,590,832",tt2126355,https://www.boxofficemojo.com/release/rl1433372161/?ref_=bo_yld_table_20
Mad Max: Fury Road,"$153,636,354","$72,163,646","$225,800,000",tt1392190,https://www.boxofficemojo.com/release/rl1851098625/?ref_=bo_yld_table_21
Insurgent,"$130,179,072","$36,644,383","$166,823,455",tt2908446,https://www.boxofficemojo.com/release/rl1012565505/?ref_=bo_yld_table_22
Kingsman: The Secret Service,"$128,261,724","$286,089,822","$414,351,546",tt2802144,https://www.boxofficemojo.com/release/rl493782529/?ref_=bo_yld_table_23
The Peanuts Movie,"$130,178,411","$116,054,702","$246,233,113",tt2452042,https://www.boxofficemojo.com/release/rl778601985/?ref_=bo_yld_table_24
Spy,"$110,825,712","$14,014,795","$124,840,507",tt3079380,https://www.boxofficemojo.com/release/rl3513943553/?ref_=bo_yld_table_25
The Good Dinosaur,"$123,087,120","$209,120,551","$332,207,671",tt1979388,https://www.boxofficemojo.com/release/rl3999827457/?ref_=bo_yld_table_26
Trainwreck,"$110,212,700","$30,583,093","$140,795,793",tt3152624,https://www.boxofficemojo.com/release/rl3128395265/?ref_=bo_yld_table_27
Creed,"$109,767,581","$64,400,000","$174,167,581",tt3076658,https://www.boxofficemojo.com/release/rl1598916097/?ref_=bo_yld_table_28
