Title,Domestic,International,Worldwide,ImdbID,URL
Batman,"$251,188,924","$150,000,000","$401,188,924",tt0096895,https://www.boxofficemojo.com/release/rl3695543809/?ref_=bo_yld_table_1
Indiana Jones and the Last Crusade,"$197,171,806","$29,355,021","$226,526,827",tt0097576,https://www.boxofficemojo.com/release/rl2539357697/?ref_=bo_yld_table_2
Lethal Weapon 2,"$147,253,986",$0,"$147,253,986",tt0097733,https://www.boxofficemojo.com/release/rl1868465665/?ref_=bo_yld_table_3
Rain Man,"$172,825,435","$10,145","$172,835,580",tt0095953,https://www.boxofficemojo.com/release/rl3999958529/?ref_=bo_yld_table_4
"Honey, I Shrunk the Kids","$130,724,172",$813,"$130,724,985",tt0097523,https://www.boxofficemojo.com/release/rl978880001/?ref_=bo_yld_table_5
Look Who's Talking,"$140,088,813",$0,"$140,088,813",tt0097778,https://www.boxofficemojo.com/release/rl2992735745/?ref_=bo_yld_table_6
Ghostbusters II,"$112,494,738",$776,"$112,495,514",tt0097428,https://www.boxofficemojo.com/release/rl3629483521/?ref_=bo_yld_table_7
Dead Poets Society,"$95,860,116","$79,619,323","$175,479,439",tt0097165,https://www.boxofficemojo.com/release/rl2605483521/?ref_=bo_yld_table_8
Parenthood,"$100,047,830",$0,"$100,047,830",tt0098067,https://www.boxofficemojo.com/release/rl2221508097/?ref_=bo_yld_table_9
Back to the Future Part II,"$118,811,197","$99,328","$118,910,525",tt0096874,https://www.boxofficemojo.com/release/rl2991162881/?ref_=bo_yld_table_10
When Harry Met Sally...,"$92,823,546","$1,090","$92,824,636",tt0098635,https://www.boxofficemojo.com/release/rl1196852737/?ref_=bo_yld_table_11
Turner & Hooch,"$71,079,915",$0,"$71,079,915",tt0098536,https://www.boxofficemojo.com/release/rl594970113/?ref_=bo_yld_table_12
Uncle Buck,"$66,758,538",$0,"$66,758,538",tt0098554,https://www.boxofficemojo.com/release/rl3027666433/?ref_=bo_yld_table_13
Field of Dreams,"$64,532,235",$131,"$64,532,366",tt0097351,https://www.boxofficemojo.com/release/rl1515423233/?ref_=bo_yld_table_14
Twins,"$111,938,388","$11,174,980","$123,113,368",tt0096320,https://www.boxofficemojo.com/release/rl2021033473/?ref_=bo_yld_table_15
Sea of Love,"$58,571,513",$0,"$58,571,513",tt0098273,https://www.boxofficemojo.com/release/rl1030653441/?ref_=bo_yld_table_16
Pet Sematary,"$57,469,467",$0,"$57,469,467",tt0098084,https://www.boxofficemojo.com/release/rl1449690625/?ref_=bo_yld_table_17
The Abyss,"$54,222,310",$0,"$54,222,310",tt0096754,https://www.boxofficemojo.com/release/rl205555201/?ref_=bo_yld_table_18
Harlem Nights,"$60,864,870",$0,"$60,864,870",tt0097481,https://www.boxofficemojo.com/release/rl1230407169/?ref_=bo_yld_table_19
National Lampoon's Christmas Vacation,"$71,319,526","$1,484","$71,321,010",tt0097958,https://www.boxofficemojo.com/release/rl2454423041/?ref_=bo_yld_table_20
Star Trek V: The Final Frontier,"$52,210,049",$0,"$52,210,049",tt0098382,https://www.boxofficemojo.com/release/rl3044247041/?ref_=bo_yld_table_21
Working Girl,"$63,779,477",$0,"$63,779,477",tt0096463,https://www.boxofficemojo.com/release/rl175801857/?ref_=bo_yld_table_22
Major League,"$49,797,148",$339,"$49,797,487",tt0097815,https://www.boxofficemojo.com/release/rl4183852545/?ref_=bo_yld_table_23
Beaches,"$57,041,866",$0,"$57,041,866",tt0094715,https://www.boxofficemojo.com/release/rl809797121/?ref_=bo_yld_table_24
"See No Evil, Hear No Evil","$46,908,987",$0,"$46,908,987",tt0098282,https://www.boxofficemojo.com/release/rl2037286401/?ref_=bo_yld_table_25
Black Rain,"$46,212,055",$85,"$46,212,140",tt0096933,https://www.boxofficemojo.com/release/rl2621933057/?ref_=bo_yld_table_26
