Title,Domestic,International,Worldwide,ImdbID,URL
Bad Boys for Life,"$206,305,244","$13,894,756","$220,200,000",tt1502397,https://www.boxofficemojo.com/release/rl1182631425/?ref_=bo_yld_table_1
1917,"$159,227,644","$66,124,729","$225,352,373",tt8579674,https://www.boxofficemojo.com/release/rl2969994753/?ref_=bo_yld_table_2
Sonic the Hedgehog,"$148,974,665","$21,766,353","$170,741,018",tt3794354,https://www.boxofficemojo.com/release/rl4244997633/?ref_=bo_yld_table_3
Jumanji: The Next Level,"$320,314,960","$481,378,969","$801,693,929",tt7975244,https://www.boxofficemojo.com/release/rl755467777/?ref_=bo_yld_table_4
Star Wars: Episode IX - The Rise of Skywalker,"$515,202,542","$43,739,164","$558,941,706",tt2527338,https://www.boxofficemojo.com/release/rl3305145857/?ref_=bo_yld_table_5
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,"$84,158,461","$37,041,539","$121,200,000",tt7713068,https://www.boxofficemojo.com/release/rl3640886785/?ref_=bo_yld_table_6
Dolittle,"$77,047,065","$174,363,566","$251,410,631",tt6673612,https://www.boxofficemojo.com/release/rl2164295169/?ref_=bo_yld_table_7
Little Women,"$108,101,214","$3,899,890","$112,001,104",tt3281548,https://www.boxofficemojo.com/release/rl218596865/?ref_=bo_yld_table_8
The Invisible Man,"$70,410,000","$3,672,724","$74,082,724",tt1051906,https://www.boxofficemojo.com/release/rl50628097/?ref_=bo_yld_table_9
The Call of the Wild,"$62,342,368","$48,824,301","$111,166,669",tt7504726,https://www.boxofficemojo.com/release/rl2533524993/?ref_=bo_yld_table_10
Onward,"$61,555,145","$18,777,986","$80,333,131",tt7146812,https://www.boxofficemojo.com/release/rl3433267713/?ref_=bo_yld_table_11
Tenet,"$58,504,105","$306,800,000","$365,304,105",tt6723592,https://www.boxofficemojo.com/release/rl1442940417/?ref_=bo_yld_table_12
Knives Out,"$165,363,234","$147,534,686","$312,897,920",tt8946378,https://www.boxofficemojo.com/release/rl3204875777/?ref_=bo_yld_table_13
Frozen II,"$477,373,578","$972,653,355","$1,450,026,933",tt4520988,https://www.boxofficemojo.com/release/rl2424210945/?ref_=bo_yld_table_14
Spies in Disguise,"$66,757,013","$104,859,751","$171,616,764",tt5814534,https://www.boxofficemojo.com/release/rl1333691905/?ref_=bo_yld_table_15
The Gentlemen,"$36,471,795","$78,700,000","$115,171,795",tt8367814,https://www.boxofficemojo.com/release/rl3473442305/?ref_=bo_yld_table_16
Just Mercy,"$36,001,502","$14,900,000","$50,901,502",tt4916630,https://www.boxofficemojo.com/release/rl419792385/?ref_=bo_yld_table_17
The Croods: A New Age,"$58,568,815","$157,337,000","$215,905,815",tt2850386,https://www.boxofficemojo.com/release/rl3209528833/?ref_=bo_yld_table_18
