Title,Domestic,International,Worldwide,ImdbID,URL
Ghostbusters,"$229,242,989","$122,597","$229,365,586",tt0087332,https://www.boxofficemojo.com/release/rl3696592385/?ref_=bo_yld_table_1
Indiana Jones and the Temple of Doom,"$179,870,271","$7,128","$179,877,399",tt0087469,https://www.boxofficemojo.com/release/rl2455471617/?ref_=bo_yld_table_2
Gremlins,"$148,168,459","$11,519,905","$159,688,364",tt0087363,https://www.boxofficemojo.com/release/rl3126298113/?ref_=bo_yld_table_3
The Karate Kid,"$90,815,558","$13,077","$90,828,635",tt0087538,https://www.boxofficemojo.com/release/rl3378349569/?ref_=bo_yld_table_4
Police Academy,"$81,198,894",$0,"$81,198,894",tt0087928,https://www.boxofficemojo.com/release/rl158041601/?ref_=bo_yld_table_5
Footloose,"$80,035,402","$4,161","$80,039,563",tt0087277,https://www.boxofficemojo.com/release/rl2001896961/?ref_=bo_yld_table_6
Beverly Hills Cop,"$234,760,478",$60,"$234,760,538",tt0086960,https://www.boxofficemojo.com/release/rl3880027649/?ref_=bo_yld_table_7
Star Trek III: The Search for Spock,"$76,471,046","$80,943","$76,551,989",tt0088170,https://www.boxofficemojo.com/release/rl3010692609/?ref_=bo_yld_table_8
Terms of Endearment,"$108,423,489",$0,"$108,423,489",tt0086425,https://www.boxofficemojo.com/release/rl3245704705/?ref_=bo_yld_table_9
Romancing the Stone,"$76,572,238","$2,324","$76,574,562",tt0088011,https://www.boxofficemojo.com/release/rl2792130049/?ref_=bo_yld_table_10
Splash,"$69,821,334",$0,"$69,821,334",tt0088161,https://www.boxofficemojo.com/release/rl494110209/?ref_=bo_yld_table_11
Purple Rain,"$68,392,977","$7,994","$68,400,971",tt0087957,https://www.boxofficemojo.com/release/rl1533707777/?ref_=bo_yld_table_12
Tightrope,"$48,143,579",$0,"$48,143,579",tt0088272,https://www.boxofficemojo.com/release/rl2155120129/?ref_=bo_yld_table_13
The Natural,"$47,951,979",$0,"$47,951,979",tt0087781,https://www.boxofficemojo.com/release/rl2388952577/?ref_=bo_yld_table_14
"Greystoke: The Legend of Tarzan, Lord of the Apes","$45,858,563",$0,"$45,858,563",tt0087365,https://www.boxofficemojo.com/release/rl3210184193/?ref_=bo_yld_table_15
Revenge of the Nerds,"$40,874,452",$0,"$40,874,452",tt0088000,https://www.boxofficemojo.com/release/rl3563947521/?ref_=bo_yld_table_16
Breakin',"$38,682,707",$0,"$38,682,707",tt0086998,https://www.boxofficemojo.com/release/rl1028228609/?ref_=bo_yld_table_17
Bachelor Party,"$38,435,947",$0,"$38,435,947",tt0086927,https://www.boxofficemojo.com/release/rl3628434945/?ref_=bo_yld_table_18
Red Dawn,"$38,376,497",$0,"$38,376,497",tt0087985,https://www.boxofficemojo.com/release/rl1768785409/?ref_=bo_yld_table_19
All of Me,"$36,403,064",$0,"$36,403,064",tt0086873,https://www.boxofficemojo.com/release/rl457410049/?ref_=bo_yld_table_20
The Terminator,"$38,371,200","$13,697","$38,384,897",tt0088247,https://www.boxofficemojo.com/release/rl3480585729/?ref_=bo_yld_table_21
Friday the 13th: The Final Chapter,"$32,980,880","$2,014","$32,982,894",tt0087298,https://www.boxofficemojo.com/release/rl3327297025/?ref_=bo_yld_table_22
Conan the Destroyer,"$31,042,035",$0,"$31,042,035",tt0087078,https://www.boxofficemojo.com/release/rl4182410753/?ref_=bo_yld_table_23
Sudden Impact,"$67,642,693",$0,"$67,642,693",tt0086383,https://www.boxofficemojo.com/release/rl3111290369/?ref_=bo_yld_table_24
Silkwood,"$35,615,609","$1,361","$35,616,970",tt0086312,https://www.boxofficemojo.com/release/rl1450280449/?ref_=bo_yld_table_25
The Last Starfighter,"$28,733,290","$1,939","$28,735,229",tt0087597,https://www.boxofficemojo.com/release/rl2506065409/?ref_=bo_yld_table_26
Places in the Heart,"$34,901,614",$0,"$34,901,614",tt0087921,https://www.boxofficemojo.com/release/rl3647505921/?ref_=bo_yld_table_27
Cannonball Run II,"$28,078,073",$0,"$28,078,073",tt0087032,https://www.boxofficemojo.com/release/rl256411137/?ref_=bo_yld_table_28
Teachers,"$27,774,237",$0,"$27,774,237",tt0088242,https://www.boxofficemojo.com/release/rl2356512257/?ref_=bo_yld_table_29
2010: The Year We Make Contact,"$40,400,657",$0,"$40,400,657",tt0086837,https://www.boxofficemojo.com/release/rl1782679041/?ref_=bo_yld_table_30
The Muppets Take Manhattan,"$25,534,703","$1,126","$25,535,829",tt0087755,https://www.boxofficemojo.com/release/rl3244656129/?ref_=bo_yld_table_31
Scarface,"$45,227,398","$5,606","$45,233,004",tt0086250,https://www.boxofficemojo.com/release/rl4251944449/?ref_=bo_yld_table_32
The Woman in Red,"$25,308,147","$41,241","$25,349,388",tt0088414,https://www.boxofficemojo.com/release/rl729449985/?ref_=bo_yld_table_33
Moscow on the Hudson,"$25,068,724",$0,"$25,068,724",tt0087747,https://www.boxofficemojo.com/release/rl1130726913/?ref_=bo_yld_table_34
City Heat,"$38,348,988",$0,"$38,348,988",tt0087062,https://www.boxofficemojo.com/release/rl3729491457/?ref_=bo_yld_table_35
Yentl,"$40,218,899",$352,"$40,219,251",tt0086619,https://www.boxofficemojo.com/release/rl3078260225/?ref_=bo_yld_table_36
Sixteen Candles,"$23,686,027",$0,"$23,686,027",tt0088128,https://www.boxofficemojo.com/release/rl222397953/?ref_=bo_yld_table_37
The Jungle Book,"$23,456,945",$0,"$23,456,945",tt0061852,https://www.boxofficemojo.com/release/rl2673706497/?ref_=bo_yld_table_38
Against All Odds,"$21,689,062",$0,"$21,689,062",tt0086859,https://www.boxofficemojo.com/release/rl2453702145/?ref_=bo_yld_table_39
Missing in Action,"$22,812,411",$0,"$22,812,411",tt0087727,https://www.boxofficemojo.com/release/rl1398965761/?ref_=bo_yld_table_40
Rhinestone,"$21,435,321",$0,"$21,435,321",tt0088001,https://www.boxofficemojo.com/release/rl3480061441/?ref_=bo_yld_table_41
Never Cry Wolf,"$29,600,000",$0,"$29,600,000",tt0086005,https://www.boxofficemojo.com/release/rl3630466561/?ref_=bo_yld_table_42
Top Secret!,"$20,458,340",$0,"$20,458,340",tt0088286,https://www.boxofficemojo.com/release/rl293045761/?ref_=bo_yld_table_43
Hot Dog... The Movie,"$20,307,325",$0,"$20,307,325",tt0087425,https://www.boxofficemojo.com/release/rl374900225/?ref_=bo_yld_table_44
The NeverEnding Story,"$20,158,808","$7,333","$20,166,141",tt0088323,https://www.boxofficemojo.com/release/rl3865347585/?ref_=bo_yld_table_45
Unfaithfully Yours,"$19,928,200",$0,"$19,928,200",tt0088326,https://www.boxofficemojo.com/release/rl4252403201/?ref_=bo_yld_table_46
"Oh, God! You Devil","$21,538,850",$0,"$21,538,850",tt0087835,https://www.boxofficemojo.com/release/rl1902544385/?ref_=bo_yld_table_47
Uncommon Valor,"$30,503,151",$0,"$30,503,151",tt0086508,https://www.boxofficemojo.com/release/rl2826339841/?ref_=bo_yld_table_48
Best Defense,"$19,265,302",$0,"$19,265,302",tt0086955,https://www.boxofficemojo.com/release/rl2470741505/?ref_=bo_yld_table_49
Dune,"$31,439,560","$3,976","$31,443,536",tt0087182,https://www.boxofficemojo.com/release/rl3629024769/?ref_=bo_yld_table_50
A Soldier's Story,"$21,821,347",$0,"$21,821,347",tt0088146,https://www.boxofficemojo.com/release/rl1735427585/?ref_=bo_yld_table_51
Blame It on Rio,"$18,644,570",$0,"$18,644,570",tt0086973,https://www.boxofficemojo.com/release/rl4198991361/?ref_=bo_yld_table_52
Lassiter,"$17,513,452",$0,"$17,513,452",tt0087589,https://www.boxofficemojo.com/release/rl1734313473/?ref_=bo_yld_table_53
Angel,"$17,488,564",$0,"$17,488,564",tt0086896,https://www.boxofficemojo.com/release/rl3577972225/?ref_=bo_yld_table_54
Firestarter,"$17,080,167",$0,"$17,080,167",tt0087262,https://www.boxofficemojo.com/release/rl2371061249/?ref_=bo_yld_table_55
Amadeus,"$51,564,280","$7,609","$51,571,889",tt0086879,https://www.boxofficemojo.com/release/rl1866696193/?ref_=bo_yld_table_56
Beat Street,"$16,595,791",$732,"$16,596,523",tt0086946,https://www.boxofficemojo.com/release/rl658802177/?ref_=bo_yld_table_57
Weekend Pass,"$21,058,033",$0,"$21,058,033",tt0088385,https://www.boxofficemojo.com/release/rl3749414401/?ref_=bo_yld_table_58
The Ice Pirates,"$14,255,801",$0,"$14,255,801",tt0087451,https://www.boxofficemojo.com/release/rl811304449/?ref_=bo_yld_table_59
Night of the Comet,"$14,418,922",$0,"$14,418,922",tt0087799,https://www.boxofficemojo.com/release/rl1885832705/?ref_=bo_yld_table_60
Supergirl,"$14,296,438",$0,"$14,296,438",tt0088206,https://www.boxofficemojo.com/release/rl4252141057/?ref_=bo_yld_table_61
The Evil That Men Do,"$13,102,025",$0,"$13,102,025",tt0087222,https://www.boxofficemojo.com/release/rl2135983617/?ref_=bo_yld_table_62
Children of the Corn,"$14,568,989",$0,"$14,568,989",tt0087050,https://www.boxofficemojo.com/release/rl1514898945/?ref_=bo_yld_table_63
Starman,"$28,744,356",$0,"$28,744,356",tt0088172,https://www.boxofficemojo.com/release/rl1165198849/?ref_=bo_yld_table_64
The Big Chill,"$56,342,711",$57,"$56,342,768",tt0085244,https://www.boxofficemojo.com/release/rl407340545/?ref_=bo_yld_table_65
