Title,Domestic,International,Worldwide,ImdbID,URL
Star Wars: Episode VI - Return of the Jedi,"$252,583,617","$18,020","$252,601,637",tt0086190,https://www.boxofficemojo.com/release/rl2792588801/?ref_=bo_yld_table_1
Tootsie,"$177,200,000",$0,"$177,200,000",tt0084805,https://www.boxofficemojo.com/release/rl645367297/?ref_=bo_yld_table_2
Flashdance,"$92,921,203",$0,"$92,921,203",tt0085549,https://www.boxofficemojo.com/release/rl3411248641/?ref_=bo_yld_table_3
Trading Places,"$90,404,800",$0,"$90,404,800",tt0086465,https://www.boxofficemojo.com/release/rl1081574913/?ref_=bo_yld_table_4
WarGames,"$79,567,667",$0,"$79,567,667",tt0086567,https://www.boxofficemojo.com/release/rl846759425/?ref_=bo_yld_table_5
Octopussy,"$67,893,619","$23,475","$67,917,094",tt0086034,https://www.boxofficemojo.com/release/rl275154433/?ref_=bo_yld_table_6
Staying Alive,"$64,892,670",$659,"$64,893,329",tt0086361,https://www.boxofficemojo.com/release/rl2389935617/?ref_=bo_yld_table_7
Risky Business,"$63,541,777",$0,"$63,541,777",tt0086200,https://www.boxofficemojo.com/release/rl40666625/?ref_=bo_yld_table_8
Mr. Mom,"$64,783,827",$0,"$64,783,827",tt0085970,https://www.boxofficemojo.com/release/rl2187691521/?ref_=bo_yld_table_9
National Lampoon's Vacation,"$61,399,552",$299,"$61,399,851",tt0085995,https://www.boxofficemojo.com/release/rl561612289/?ref_=bo_yld_table_10
Superman III,"$59,950,623","$20,300,000","$80,250,623",tt0086393,https://www.boxofficemojo.com/release/rl4285695489/?ref_=bo_yld_table_11
48 Hrs.,"$78,868,508",$0,"$78,868,508",tt0083511,https://www.boxofficemojo.com/release/rl4030825985/?ref_=bo_yld_table_12
Never Say Never Again,"$55,432,841",$344,"$55,433,185",tt0086006,https://www.boxofficemojo.com/release/rl3496248833/?ref_=bo_yld_table_13
Gandhi,"$52,767,889",$530,"$52,768,419",tt0083987,https://www.boxofficemojo.com/release/rl3797255681/?ref_=bo_yld_table_14
Jaws 3-D,"$45,517,055",$0,"$45,517,055",tt0085750,https://www.boxofficemojo.com/release/rl3596256769/?ref_=bo_yld_table_15
E.T. the Extra-Terrestrial,"$359,197,037","$6,391","$359,203,428",tt0083866,https://www.boxofficemojo.com/release/rl995132929/?ref_=bo_yld_table_16
Blue Thunder,"$42,313,354",$0,"$42,313,354",tt0085255,https://www.boxofficemojo.com/release/rl373720577/?ref_=bo_yld_table_17
The Verdict,"$53,977,250",$0,"$53,977,250",tt0084855,https://www.boxofficemojo.com/release/rl1870235137/?ref_=bo_yld_table_18
The Big Chill,"$56,342,711",$57,"$56,342,768",tt0085244,https://www.boxofficemojo.com/release/rl407340545/?ref_=bo_yld_table_19
Sudden Impact,"$67,642,693",$0,"$67,642,693",tt0086383,https://www.boxofficemojo.com/release/rl3111290369/?ref_=bo_yld_table_20
Psycho II,"$34,725,000",$614,"$34,725,614",tt0086154,https://www.boxofficemojo.com/release/rl376079873/?ref_=bo_yld_table_21
Terms of Endearment,"$108,423,489",$0,"$108,423,489",tt0086425,https://www.boxofficemojo.com/release/rl3245704705/?ref_=bo_yld_table_22
Porky's II: The Next Day,"$33,759,266",$0,"$33,759,266",tt0086129,https://www.boxofficemojo.com/release/rl1818985985/?ref_=bo_yld_table_23
Snow White and the Seven Dwarfs,"$30,100,000","$6,017,914","$36,117,914",tt0029583,https://www.boxofficemojo.com/release/rl242255361/?ref_=bo_yld_table_24
Twilight Zone: The Movie,"$29,450,919",$0,"$29,450,919",tt0086491,https://www.boxofficemojo.com/release/rl7767553/?ref_=bo_yld_table_25
Easy Money,"$29,309,766",$0,"$29,309,766",tt0085470,https://www.boxofficemojo.com/release/rl894535169/?ref_=bo_yld_table_26
High Road to China,"$28,445,927",$0,"$28,445,927",tt0085678,https://www.boxofficemojo.com/release/rl1163494913/?ref_=bo_yld_table_27
Sophie's Choice,"$30,036,000",$166,"$30,036,166",tt0084707,https://www.boxofficemojo.com/release/rl2456847873/?ref_=bo_yld_table_28
The Outsiders,"$25,697,647","$15,854","$25,713,501",tt0086066,https://www.boxofficemojo.com/release/rl1953072641/?ref_=bo_yld_table_29
Spring Break,"$24,071,666",$0,"$24,071,666",tt0086352,https://www.boxofficemojo.com/release/rl91457025/?ref_=bo_yld_table_30
The Dark Crystal,"$40,577,001","$2,992,898","$43,569,899",tt0083791,https://www.boxofficemojo.com/release/rl340559361/?ref_=bo_yld_table_31
My Tutor,"$22,587,834",$0,"$22,587,834",tt0085980,https://www.boxofficemojo.com/release/rl1331987969/?ref_=bo_yld_table_32
Class,"$21,667,789",$0,"$21,667,789",tt0085346,https://www.boxofficemojo.com/release/rl994739713/?ref_=bo_yld_table_33
An Officer and a Gentleman,"$129,795,554",$0,"$129,795,554",tt0084434,https://www.boxofficemojo.com/release/rl423790081/?ref_=bo_yld_table_34
Cujo,"$21,156,152",$0,"$21,156,152",tt0085382,https://www.boxofficemojo.com/release/rl4216161793/?ref_=bo_yld_table_35
Best Friends,"$36,821,203",$0,"$36,821,203",tt0083641,https://www.boxofficemojo.com/release/rl2537850369/?ref_=bo_yld_table_36
The Toy,"$47,118,057",$0,"$47,118,057",tt0084809,https://www.boxofficemojo.com/release/rl1433896449/?ref_=bo_yld_table_37
The Dead Zone,"$20,766,616",$0,"$20,766,616",tt0085407,https://www.boxofficemojo.com/release/rl2538374657/?ref_=bo_yld_table_38
Breathless,"$19,910,002",$0,"$19,910,002",tt0085276,https://www.boxofficemojo.com/release/rl726238721/?ref_=bo_yld_table_39
Scarface,"$45,227,398","$5,606","$45,233,004",tt0086250,https://www.boxofficemojo.com/release/rl4251944449/?ref_=bo_yld_table_40
Max Dugan Returns,"$17,613,720",$0,"$17,613,720",tt0085919,https://www.boxofficemojo.com/release/rl4150494721/?ref_=bo_yld_table_41
Valley Girl,"$17,343,596",$0,"$17,343,596",tt0086525,https://www.boxofficemojo.com/release/rl477726209/?ref_=bo_yld_table_42
All the Right Moves,"$17,233,166",$0,"$17,233,166",tt0085154,https://www.boxofficemojo.com/release/rl426542593/?ref_=bo_yld_table_43
Krull,"$16,519,460",$0,"$16,519,460",tt0085811,https://www.boxofficemojo.com/release/rl3848046081/?ref_=bo_yld_table_44
Spacehunter: Adventures in the Forbidden Zone,"$16,478,265","$7,053,016","$23,531,281",tt0086346,https://www.boxofficemojo.com/release/rl3832579585/?ref_=bo_yld_table_45
Richard Pryor... Here and Now,"$16,156,776",$0,"$16,156,776",tt0086194,https://www.boxofficemojo.com/release/rl996967937/?ref_=bo_yld_table_46
Still Smokin,"$15,543,710",$0,"$15,543,710",tt0086366,https://www.boxofficemojo.com/release/rl2034992641/?ref_=bo_yld_table_47
Monty Python's the Meaning of Life,"$14,929,552",$0,"$14,929,552",tt0085959,https://www.boxofficemojo.com/release/rl1751483905/?ref_=bo_yld_table_48
Private School,"$14,049,540",$0,"$14,049,540",tt0086143,https://www.boxofficemojo.com/release/rl3412821505/?ref_=bo_yld_table_49
The Survivors,"$14,000,000",$0,"$14,000,000",tt0086397,https://www.boxofficemojo.com/release/rl3715270145/?ref_=bo_yld_table_50
Educating Rita,"$14,648,076",$0,"$14,648,076",tt0085478,https://www.boxofficemojo.com/release/rl106006017/?ref_=bo_yld_table_51
The Entity,"$13,277,558",$0,"$13,277,558",tt0082334,https://www.boxofficemojo.com/release/rl3645998593/?ref_=bo_yld_table_52
A Christmas Story,"$19,294,144",$970,"$19,295,114",tt0085334,https://www.boxofficemojo.com/release/rl1366984193/?ref_=bo_yld_table_53
The Man from Snowy River,"$20,659,423","$1,676","$20,661,099",tt0084296,https://www.boxofficemojo.com/release/rl191071745/?ref_=bo_yld_table_54
Stroker Ace,"$13,000,000",$0,"$13,000,000",tt0086379,https://www.boxofficemojo.com/release/rl1500677633/?ref_=bo_yld_table_55
Yentl,"$40,218,899",$352,"$40,219,251",tt0086619,https://www.boxofficemojo.com/release/rl3078260225/?ref_=bo_yld_table_56
Lone Wolf McQuade,"$12,232,628",$0,"$12,232,628",tt0085862,https://www.boxofficemojo.com/release/rl1533117953/?ref_=bo_yld_table_57
The Black Stallion Returns,"$12,049,108",$0,"$12,049,108",tt0085248,https://www.boxofficemojo.com/release/rl2504492545/?ref_=bo_yld_table_58
The Right Stuff,"$21,192,102",$0,"$21,192,102",tt0086197,https://www.boxofficemojo.com/release/rl644646401/?ref_=bo_yld_table_59
The Sword in the Stone,"$12,000,000",$0,"$12,000,000",tt0057546,https://www.boxofficemojo.com/release/rl158696961/?ref_=bo_yld_table_60
Deathstalker,"$11,919,250",$0,"$11,919,250",tt0087127,https://www.boxofficemojo.com/release/rl4115432961/?ref_=bo_yld_table_61
Two of a Kind,"$23,646,952",$0,"$23,646,952",tt0086494,https://www.boxofficemojo.com/release/rl3141633537/?ref_=bo_yld_table_62
Zelig,"$11,798,616",$0,"$11,798,616",tt0086637,https://www.boxofficemojo.com/release/rl3548022273/?ref_=bo_yld_table_63
The Lords of Discipline,"$11,787,127",$0,"$11,787,127",tt0085867,https://www.boxofficemojo.com/release/rl2690745857/?ref_=bo_yld_table_64
Revenge of the Ninja,"$13,168,027",$0,"$13,168,027",tt0086192,https://www.boxofficemojo.com/release/rl3513615873/?ref_=bo_yld_table_65
Christine,"$21,017,849","$1,265","$21,019,114",tt0085333,https://www.boxofficemojo.com/release/rl2672526849/?ref_=bo_yld_table_66
They Call Me Bruce,"$16,894,678",$0,"$16,894,678",tt0084786,https://www.boxofficemojo.com/release/rl575178241/?ref_=bo_yld_table_67
Raiders of the Lost Ark,"$11,374,454",$0,"$11,374,454",tt0082971,https://www.boxofficemojo.com/release/rl4117399041/?ref_=bo_yld_table_68
Uncommon Valor,"$30,503,151",$0,"$30,503,151",tt0086508,https://www.boxofficemojo.com/release/rl2826339841/?ref_=bo_yld_table_69
Kiss Me Goodbye,"$15,782,759",$0,"$15,782,759",tt0084210,https://www.boxofficemojo.com/release/rl2606532097/?ref_=bo_yld_table_70
Hercules,"$10,676,194",$0,"$10,676,194",tt0085672,https://www.boxofficemojo.com/release/rl207193601/?ref_=bo_yld_table_71
The House on Sorority Row,"$10,604,986",$0,"$10,604,986",tt0085694,https://www.boxofficemojo.com/release/rl1264092673/?ref_=bo_yld_table_72
The Rescuers,"$21,000,000",$0,"$21,000,000",tt0076618,https://www.boxofficemojo.com/release/rl2037220865/?ref_=bo_yld_table_73
Doctor Detroit,"$10,375,893",$0,"$10,375,893",tt0085450,https://www.boxofficemojo.com/release/rl1095665153/?ref_=bo_yld_table_74
Deal of the Century,"$10,369,581",$0,"$10,369,581",tt0085412,https://www.boxofficemojo.com/release/rl2320270849/?ref_=bo_yld_table_75
The Man with Two Brains,"$10,353,438",$0,"$10,353,438",tt0085894,https://www.boxofficemojo.com/release/rl3747644929/?ref_=bo_yld_table_76
The Year of Living Dangerously,"$10,278,575",$0,"$10,278,575",tt0086617,https://www.boxofficemojo.com/release/rl3799680513/?ref_=bo_yld_table_77
